SMILES,Hf(298K),S(298.15),C300,C400,C500,C600,C800,C1000,C1500
CCC(=C)CO,-43.07,90.93,30.61,37.74,44,49.25,57.42,63.52,73.22
CC(C=O)CC,-55.93,87.09,29.29,36.18,42.56,48.09,56.95,63.6,73.98
CCC1COC1,-31.95,78.51,25.75,33.95,41.46,47.81,57.62,64.74,75.59
CCCCCOO,-52.86,101.99,36.25,44.49,52.1,58.63,68.88,76.49,88.4
OOC(C(C=O)O)(C)C,-123.31,89.82,40.92,53.48,61.36,66.37,74.04,80.28,90.84
CCC1(C)CO1,-37.93,85.7,28.29,35.93,42.71,48.42,57.3,63.86,74.08
CCCC(OO)C,-57.2,99.3,36.67,45.04,52.62,59.06,69.15,76.64,88.43
OOCC(C(=O)CO)(O)C,-163.49,103.36,44.83,54.96,63.46,70.27,80.22,87.16,97.78
CC(=O)C(=O)CO,-114.89,85.53,28.45,34.45,39.77,44.19,50.76,55.33,62.13
CC(C1OC1C)C,-44.21,88.86,33.25,42.46,50.74,57.73,68.6,76.59,88.99
OOCC1(C)OC1(C)C,-69.72,100.35,40.77,50.42,59.19,66.65,78.27,86.76,99.86
CC(C1CCO1)C,-43.09,85.09,31.71,41.51,50.28,57.63,68.95,77.19,89.85
OOC1COC(C1C)C,-82.64,97.7,39.36,49.96,59.35,67.2,79.16,87.79,100.94
C#CC=CC#C,126.27,77.08,24.19,29.01,32.73,35.65,40.06,43.27,48.32
CC(CC1OC1)C,-39.16,93.81,34.42,43.49,51.62,58.43,68.92,76.61,88.56
CC1(CCOC1C)OO,-85.42,95.43,39.09,50.19,59.92,67.96,80.1,88.76,101.92
CCC1(C)COC1,-40.29,87.41,32.59,42.13,50.65,57.79,68.81,76.85,89.22
CC1OCCC1COO,-81.1,92.8,36.81,48.19,58.22,66.53,79.11,88.09,101.65
CC1OCC1(C)C,-45.93,85.78,33.43,42.76,50.99,57.92,68.72,76.7,89.08
OOCC1OCCC1C,-79.53,92.51,37.68,49.58,59.73,67.89,79.95,88.46,101.35
CC1(C)COCC1,-59.49,81.9,31.27,41.25,50.11,57.52,68.91,77.18,89.86
OOC1COCCC1C,-82.25,93.49,38.49,49.72,59.53,67.59,79.66,88.24,101.23
C1=CC=CC=C1,20.63,64.24,19.53,26.68,32.79,37.73,44.98,50.01,57.46
CC(C1OC1)(C)C,-42.63,88.15,34.36,44.02,52.38,59.22,69.58,77.11,88.8
C=C1C=CC=C1,52.32,70.06,21.36,28.37,34.21,38.86,45.7,50.47,57.65
CC(C1COC1)C,-39.4,85.14,31.71,41.4,50.21,57.67,69.25,77.69,90.61
OOCC1CCOCC1,-79.42,96.53,38.32,49.15,58.84,66.98,79.42,88.33,101.79
CC(C1(C)CO1)C,-44.59,92.95,34.42,43.39,51.43,58.19,68.68,76.41,88.44
CC1(CC)OC1COO,-65.3,102.2,40.11,50.46,59.57,67.17,78.79,87.21,100.15
CC1COC1(C)C,-48.04,86,33.42,42.77,51.02,57.95,68.74,76.7,89.06
OOCC1(CC)OC1C,-65.66,102.31,40.71,50.76,59.71,67.23,78.8,87.21,100.14
CC1COCC1C,-57.47,83.95,30.86,40.86,49.79,57.26,68.74,77.07,89.81
OOC(C1(C)OC1C)C,-70.69,99.38,41.69,51.41,60.06,67.38,78.76,87.11,100.04
CC1(C)OC1(C)C,-50.65,89.09,33.12,41.51,49.35,56.15,66.96,75.03,87.64
CC(C1CO1)CC,-39.75,90.73,33.6,42.93,51.28,58.29,69.1,77.02,89.26
CC1(CC)CCO1,-46.03,89.31,32.49,42.14,50.75,57.93,68.94,76.94,89.24
C1CC=CC=C1,26.45,72.36,22.39,30.28,37.19,42.9,51.52,57.66,66.91
CCC1COCC1,-56.05,87.06,30.84,40.78,49.72,57.22,68.75,77.11,89.85
C1=CCC=CC1,26.66,70.42,22.37,30.19,37.08,42.78,51.44,57.63,66.92
CC1OCCC1C,-60.47,83.53,30.87,41.04,50.04,57.53,68.97,77.24,89.88
C1=CC=C(C)C1,24.58,75.26,23.79,31.16,37.66,43.06,51.28,57.18,66.15
CC1CCOCC1,-61.34,79.91,29.52,39.66,48.85,56.63,68.62,77.3,90.46
C1=CC(C)=CC1,24.22,75.14,23.87,31.26,37.76,43.15,51.33,57.22,66.17
CCC1(C)OC1C,-47.22,90.74,33.52,42.29,50.32,57.22,68.11,76.19,88.76
CC1C=CC=C1,27.15,74.64,23.57,31.59,38.4,43.88,51.98,57.71,66.41
CCC1COC1C,-42.37,86.21,31.75,41.41,50.1,57.42,68.76,77.05,89.77
C=C(C)C=C=C,51.78,79.75,27.44,34.15,39.89,44.67,52.12,57.65,66.28
CC1C(C)OC1C,-46.76,87.49,33.52,42.38,50.45,57.36,68.22,76.28,88.78
CCC1(CC)OC1,-42.65,91.09,34.93,43.97,51.95,58.67,69.2,77.01,89.2
CCCC1COC1,-36.67,91.13,31.93,41.51,50.2,57.48,68.66,76.79,89.22
CCCC1(C)CO1,-43.35,85.97,32.92,42.47,50.94,58.07,69.14,77.26,89.82
CC(C)CC(=O)C,-69.12,92.79,34.7,43.47,51.3,57.94,68.36,76.12,88.26
CC(C)(C)CC=O,-63.7,90.79,34.71,43.69,51.68,58.4,68.86,76.58,88.58
C=CC(C)=CC,12.15,83.03,28.1,35.41,42.12,47.89,57.02,63.83,74.46
C/C=C/CC=C,18.34,88.61,29.33,36.27,42.65,48.15,56.91,63.48,73.81
C=CC=CCC,14.31,84.83,28.68,36.23,42.98,48.7,57.67,64.32,74.73
CC=CC=CC,11.41,81.39,28.98,36.05,42.6,48.28,57.32,64.08,74.63
C1CCC=CC1,-0.56,73.88,23.85,32.69,40.65,47.34,57.61,65.02,76.21
CCC(=C)C=C,13.93,79.21,28.22,36.52,43.75,49.73,58.87,65.53,75.84
C=CC(C=C)C,19.57,87,29.58,37.18,43.85,49.42,57.99,64.31,74.24
CC(=C)C(=C)C,11.3,80.59,30.95,39.68,46.56,51.83,59.58,65.32,74.61
C=CCC(=C)C,17.09,88.41,29.74,36.83,43.23,48.69,57.33,63.8,73.98
C=C(C)C=CC,10.79,81.84,29.3,36.74,43.33,48.93,57.77,64.37,74.74
CC(C)=CC=C,11.63,84.35,29.69,37.61,44.42,49.93,58.27,64.43,74.22
C(OO)CCCCC,-57.57,112.15,41.09,50.99,60.04,67.75,79.8,88.71,102.61
CC(OO)CCCC,-62.19,109.26,42.06,51.73,60.59,68.15,80.02,88.82,102.61
CCC(OO)CCC,-62.11,108.45,43.03,52.84,61.52,68.83,80.25,88.74,102.12
CCC(COO)(C)C,-62.97,98.24,40.57,51.05,60.39,68.24,80.42,89.4,103.39
OOC(C(C)(C)C)C,-66.13,99.29,41.31,51.89,61.15,68.87,80.8,89.6,103.41
CC(CC)CCOO,-59.47,106.34,40.98,50.94,60.13,68,80.31,89.37,103.43
OOCCC(C)(C)C,-62.41,97.41,41.12,52.2,61.89,69.87,81.93,90.65,104.11
CCC(C(OO)C)C,-63.62,99.92,40.31,50.69,60.02,67.93,80.32,89.5,103.83
CCC(OO)(CC)C,-67.08,95.89,41.22,51.75,60.99,68.76,80.87,89.85,103.97
CCC(COO)CC,-59.43,101.12,41.14,51.93,61.22,68.91,80.83,89.65,103.49
OOCC(C(C)C)C,-61.74,96.16,37.25,47.78,57.37,65.51,78.19,87.5,102.42
CCCC(COO)C,-59.86,105.21,42.03,52.08,61.1,68.75,80.72,89.59,103.48
OOC(C(C)C)(C)C,-68.81,90.02,37.52,48.07,57.41,65.29,77.56,86.67,101.1
CCCC(OO)(C)C,-67.21,100.89,41.98,52.42,61.58,69.21,81.03,89.76,103.48
C1(=O)C(=O)C=CC=C1,-20.04,79.15,25.74,32.35,37.84,42.26,48.73,53.14,59.45
CCC(C(C)C)OO,-64.21,98.37,41.02,51.35,60.58,68.4,80.63,89.71,103.93
C1(=O)C=CC(=O)C=C1,-28.02,77.14,25.59,32.24,37.75,42.2,48.69,53.11,59.44
OOC(CC(C)C)C,-64.37,101.95,42.44,52.39,61.33,68.91,80.77,89.59,103.42
OOCCCC(C)C,-59.98,104.63,40.9,51.27,60.6,68.46,80.65,89.6,103.53
O=CC1=CC=C(C=O)O1,-65.35,85.42,28.89,35.83,41.77,46.61,53.7,58.48,65.18
O=CC=C=CC(=O)C=O,-33.1,96.54,32.3,38.5,43.71,48,54.44,58.93,65.37
CC=C=CC(=O)C=O,-13.88,91.1,31.41,37.76,43.29,47.95,55.14,60.33,68.11
CC(=O)C=C=CC=O,-22.27,91.87,30.77,37.31,43,47.75,55.05,60.28,68.08
CC1=CC=C(C=O)O1,-48.72,84.32,27.71,34.9,41.23,46.49,54.36,59.86,67.91
C=CCCCC,-9.75,89.07,31.03,39.32,46.93,53.45,63.73,71.41,83.43
C1=C(OO)C=CC=C1,0.15,84.15,28.62,36.5,42.98,48.1,55.48,60.53,68.04
CCC(OO)C(=O)C=C,-58.07,102.67,40.09,49.46,57.43,63.94,73.68,80.64,91.3
CC=CCCC,-11.96,90.87,31.9,39.66,46.9,53.17,63.19,70.74,82.61
OC1=CC=CC=C1O,-64.91,78.73,28.68,36.64,43.18,48.36,55.84,60.96,68.6
CC(OO)CC(=O)C=C,-61,96.77,38.6,48.28,56.56,63.38,73.7,81.12,92.45
CCC=CCC,-11.89,91.03,31.27,39.34,46.65,52.93,62.95,70.51,82.45
OC1=CC=C(O)C=C1,-62.47,80.53,29.67,37.25,43.32,48.09,55,59.77,66.99
C(OO)CCC(=O)C=C,-59.32,99.24,37.73,47.63,56.23,63.31,73.93,81.45,92.76
C1CCCCC1,-29.16,74.65,25.29,35.15,44.2,51.88,63.79,72.42,85.54
CCC(=O)C(OO)C=C,-56.79,102.29,37.71,46.61,54.49,61.09,71.27,78.76,91.02
CC(C=C)CC,-11.78,87.53,31.93,40.12,47.55,53.9,63.98,71.54,83.46
CC(OO)C(=O)CC=C,-57.07,107.23,43.01,51.56,58.74,64.61,73.6,80.18,90.49
CCC(=CC)C,-13.92,90.82,29.93,37.9,45.32,51.77,62.1,69.89,82.13
C(OO)CC(=O)CC=C,-55.39,102.15,38.11,47.43,55.73,62.66,73.22,80.8,92.32
CCC(=C)CC,-12.23,88.68,31.97,40.26,47.89,54.33,64.27,71.59,83.04
CC(=O)C=CC(=O)C,-64.47,99.51,33.76,40.94,47.31,52.62,60.7,66.5,75.31
CC(=O)CC(OO)C=C,-58.74,101.05,38.9,48,56.04,62.74,72.96,80.33,91.59
CC(=C)C(C)C,-15.05,85.13,27.04,35.28,42.82,49.29,59.53,67.21,79.29
OOC1CC=CC=C1,4.98,85.34,31.47,40.2,47.48,53.35,62.07,68.21,77.49
CC(=O)C(OO)CC=C,-58.36,101.54,39.95,48.72,56.48,63,73.06,80.36,91.58
CC(=C(C)C)C,-15.38,89.18,28.57,36.52,44.05,50.66,61.28,69.28,81.81
OOC1C=CCC=C1,5.71,86.28,30.37,39.09,46.54,52.61,61.61,67.93,77.39
C(OO)C(=O)CCC=C,-53.55,109.61,41.4,51.3,59.29,65.44,74.3,80.65,90.65
CCCC(=C)C,-13.36,86.33,32.11,40.26,47.62,53.93,63.97,71.53,83.45
O=CCCC(OO)C=C,-54.47,98.49,37.77,47.59,56.17,63.27,74.04,81.73,93.34
CC(C)=CCC,-14.42,89.85,30.38,38.49,45.99,52.47,62.76,70.46,82.5
O=CCC(OO)CC=C,-52.73,98.86,37.69,47.51,56.1,63.21,73.99,81.69,93.31
CC(C)C=CC,-14.09,87.8,32.07,40.18,47.44,53.64,63.47,70.89,82.64
O=CC(OO)CCC=C,-50.79,102.38,39.11,48.29,56.48,63.32,73.77,81.26,92.62
CC(C)CC=C,-11.55,89.53,32.1,40.34,47.82,54.16,64.06,71.42,82.99
CC(OO)C(=O)C=CC,-62.15,98.96,39.59,48.45,56.25,62.81,72.93,80.28,91.55
CC(C)(C)C=C,-14.31,83.15,32.48,41.37,49.08,55.44,65.15,72.26,83.41
C(OO)CC(=O)C=CC,-59.68,98.94,40.7,50.61,58.4,64.55,73.94,80.88,91.77
CC(=O)C(OO)C=CC,-59.69,104.72,39.12,47.77,55.5,62.02,72.09,79.4,90.63
C(OO)C(=O)CC=CC,-55.76,106.17,38.96,47.58,55.35,61.92,72.06,79.41,90.66
O=CCC(OO)C=CC,-52.14,107.12,39.83,48.31,55.93,62.39,72.4,79.68,90.83
O=CC(OO)CC=CC,-52.17,105.26,41.03,49.22,56.64,62.95,72.77,79.95,90.97
O=CC(OO)C=CCC,-50.85,105.46,39.51,48.37,56.26,62.84,72.86,80.06,91.04
OOCC(=O)C=CCC,-57.5,99.98,39.05,48.32,56.44,63.16,73.36,80.67,91.81
OOC1CCCCC1=O,-77.42,91.35,34.69,45.08,54.2,61.75,73.12,81.14,93.1
OOC1CCCC(=O)C1,-77.93,91.84,34.71,45.22,54.38,61.91,73.21,81.18,93.09
OOC1CCC(=O)CC1,-77.54,94.37,35.36,45.62,54.63,62.09,73.31,81.24,93.1
C(=O)C(OO)CCCC,-80.26,110.27,42.22,51.79,60.38,67.63,78.87,87.08,99.7
C(=O)CC(OO)CCC,-83.07,102.56,40.08,50.02,58.81,66.18,77.69,86.85,106.98
OOCC=CCC=C,1.51,104.04,39.43,46.78,53.37,58.99,67.83,74.38,84.66
C(=O)CCC(OO)CC,-86.49,99.22,39.97,50.5,59.84,67.69,79.77,88.52,101.85
C=CCC(C=C)OO,-0.74,103.94,38.91,46.86,53.77,59.49,68.27,74.7,84.79
C(=O)CCCC(OO)C,-85.8,97.97,39.93,50.51,59.85,67.69,79.75,88.49,101.82
OOC1CCCC=C1,-22.79,88.45,32.02,41.83,50.47,57.62,68.37,76,87.5
C(OO)C(=O)CCCC,-84.53,105.8,41.16,51.28,60.22,67.7,79.19,87.54,100.35
OOC1CCC=CC1,-23.36,88.64,32.17,41.9,50.51,57.63,68.38,76.02,87.51
CC(=O)C(OO)CCC,-88.92,103.9,41.53,51.52,60.32,67.7,79.1,87.41,100.25
CC(=O)CC(OO)CC,-91.46,103.02,41.31,51.49,60.39,67.8,79.17,87.46,100.25
CC(=O)CCC(OO)C,-94.37,99.31,40.39,50.64,59.72,67.35,79.12,87.7,100.87
CCCCCC,-39.49,95.18,34.02,42.75,50.95,58.05,69.39,77.93,91.38
CC(=O)CCCC(OO),-90.05,97.76,39.47,49.87,59.23,67.13,79.33,88.17,101.64
CCC(C)(C)C,-44.19,88.32,33.47,43.09,51.76,59.06,70.4,78.77,91.84
C(OO)CC(=O)CCC,-87.24,100.75,41.61,51.96,60.88,68.31,79.76,88.14,101.07
CCC(CC)C,-40.67,94.3,33.05,42.09,50.49,57.74,69.25,77.87,91.36
CC(OO)C(=O)CCC,-88.67,101.27,42.09,51.78,60.53,67.96,79.52,87.99,101.02
CC(C(C)C)C,-43.9,69.91,25.48,34.77,43.56,51.25,63.6,73,88.41
CCC(=O)C(OO)CC,-88.68,106.74,42.85,52.44,60.86,67.94,78.92,86.99,99.52
CCCC(C)C,-41.68,88.74,33.4,42.76,51.29,58.57,70.08,78.7,92.23
CCC(=O)CC(OO)C,-91.51,101.68,42.55,52.01,60.45,67.64,78.89,87.2,100.1
CCC(=O)CCC(OO),-90.8,101.44,41.18,50.99,59.82,67.34,79.07,87.65,100.85
C1C(O1)C(OO)CCC,-61.08,104.18,40.36,50.69,59.88,67.53,79.16,87.53,100.34
C=C1C=CC(=C)O1,10.17,74.94,25.15,32.73,38.9,43.8,50.93,55.89,63.31
C1C(O1)CC(OO)CC,-63.12,99.6,40.07,50.91,60.35,68.12,79.85,88.28,101.18
C=CC(=O)C=C=C,30.77,85.17,29.36,36,41.26,45.43,51.64,56.09,62.93
C1C(O1)CCC(OO)C,-62.68,96.63,38.97,49.94,59.59,67.59,79.74,88.46,101.74
C=CC=C=CC=O,32.4,85.39,27.67,34.03,39.51,44.05,50.97,55.93,63.4
C1C(O1)CCCC(OO),-60.71,98.01,37.57,48.81,58.84,67.2,79.86,88.9,102.53
C=CC1=CC=CO1,4.51,76.99,24.22,31.71,38.03,43.1,50.5,55.61,63.19
C1C(OO)C(O1)CCC,-61.26,105.99,39.91,50.29,59.61,67.35,79.04,87.36,99.94
C1(O)=CC=CC=C1,-21.79,74.81,24.25,31.81,38.12,43.16,50.49,55.55,63.06
C1CC(O1)C(OO)CC,-64.64,99.86,39.14,49.88,59.4,67.3,79.31,87.92,101.04
C1=CC=CCC1=O,-3.34,78.4,24.16,31.45,37.66,42.72,50.24,55.49,63.23
C1CC(O1)CC(OO)C,-65.88,96.29,37.96,49.14,59,67.17,79.53,88.37,101.76
O=C1C=CCC=C1,-5,74.61,23.9,31.2,37.43,42.52,50.11,55.41,63.2
C1CC(O1)CCC(OO),-62.89,96.32,36.74,48.12,58.31,66.79,79.62,88.75,102.48
C=CC=CC=C=O,19.6,84.34,27.81,34.22,39.68,44.17,50.98,55.88,63.32
C1C(OO)CC(O1)CC,-81.13,100.25,38.8,49.68,59.34,67.34,79.43,88.05,101.12
C1CC(OO)C(O1)CC,-81.4,99.9,38.34,49.49,59.37,67.51,79.69,88.3,101.28
C1CCC(O1)C(OO)C,-82.86,93.32,38.47,50.28,60.17,68.09,79.85,88.25,101.15
C1CCC(O1)CC(OO),-80.85,93.34,35.77,47.39,57.73,66.33,79.33,88.55,102.39
C1C(OO)CCC(O1)C,-85.11,96.28,39.12,49.85,59.4,67.35,79.43,88.07,101.16
C1CC(OO)CC(O1)C,-86.33,94.09,37.78,48.92,58.78,66.97,79.39,88.27,101.71
C1CCC(OO)C(O1)C,-84.88,94.71,37.89,48.86,58.65,66.83,79.29,88.2,101.69
C1CCCC(O1)C(OO),-82.47,91.78,36.71,48.9,59.55,68.11,80.55,89.18,102.16
C(OO)C1C(O1)CCC,-61.6,104.57,39.87,50.41,59.67,67.35,79.02,87.43,100.3
CC1C(O1)C(OO)CC,-66.75,101.84,40.77,51,60.04,67.58,79.1,87.45,100.27
CC1C(O1)CC(OO)C,-68.38,97.71,40.02,50.61,59.89,67.61,79.39,87.91,100.98
CC1C(O1)CCC(OO),-64.21,97.82,38.95,49.74,59.33,67.34,79.55,88.34,101.71
C(OO)C1CC(O1)CC,-66.06,98.15,39.05,51.01,61.12,69.09,80.58,88.62,100.89
CC1C(OO)C(O1)CC,-67.08,102.42,40.81,51.27,60.48,68.09,79.61,87.87,100.5
CC1CC(O1)C(OO)C,-70.56,96.4,39.05,49.94,59.47,67.35,79.32,87.91,101.01
CC1CC(O1)CC(OO),-68.21,93.77,37.44,48.92,58.95,67.22,79.65,88.5,101.86
C(OO)C1CCC(O1)C,-83.43,93.03,38.52,50.46,60.35,68.23,79.93,88.31,101.19
CC1C(OO)CC(O1)C,-85.26,91.62,36.84,47.97,57.64,65.58,77.55,86.1,99.12
C(OO)CC1C(O1)CC,-63.85,100.8,39.35,50.11,59.57,67.41,79.34,87.92,101.02
C=CCC=CC=O,-3.57,89.17,29.31,36.36,42.73,48.13,56.5,62.58,71.83
CC(OO)C1C(O1)CC,-65.23,101.15,40.53,51.11,60.25,67.78,79.23,87.52,100.28
CC(C1C=C1C)=O,15.48,86.9,29.65,36.49,42.62,47.82,55.9,61.82,70.9
CC(C=O)(CC)COO,-82.73,103.3,44.1,53.73,62.13,69.14,79.89,87.75,99.95
CC1=CC(C)=CO1,-26.28,82.2,26.89,34.19,40.82,46.42,55.04,61.25,70.64
OOC(C(C=O)(C)C)C,-86.16,104.9,43.27,52.92,61.28,68.29,79.14,87.13,99.57
OOCCC(C=O)(C)C,-86.25,94.89,41.46,52.26,61.43,68.95,80.38,88.66,101.4
CC1=CC=C(C)O1,-28.76,80.72,27.05,34.37,40.99,46.57,55.15,61.32,70.67
OOCC(C(=O)C)(C)C,-90.08,99.3,41.51,51.63,60.53,68,79.53,87.94,100.94
OOCC(=O)C(C)(C)C,-87.88,101.38,41.51,51.63,60.37,67.62,78.75,86.88,99.47
OOCC(CC=O)(C)C,-83.56,96.1,40.91,51.46,60.64,68.28,79.96,88.4,101.32
OOC(C(C)(C)C)C=O,-84.42,97.91,46.45,54.93,62.29,68.91,79.71,87.81,100.45
CCC(C(C=O)OO)C,-82.23,101.48,40.69,50.86,59.9,67.53,79.31,87.89,101.02
C1=C(C)C(C)=CO1,-23.81,80.77,27,34.23,40.82,46.41,55.02,61.23,70.63
CC(OO)(CC)CC=O,-87.56,101.03,42.64,52.8,61.53,68.77,79.87,87.97,100.52
OOCC(CC=O)CC,-83.45,100.55,39.74,50.13,59.45,67.34,79.52,88.35,101.79
CCC1=CC=CO1,-23.01,82.76,26.76,34.7,41.62,47.29,55.78,61.8,70.91
CC(C(OO)C)CC=O,-86.99,97.89,40.95,51.45,60.58,68.17,79.8,88.25,101.21
CCC=C=CC=O,4.45,88.72,30.55,37.26,43.25,48.32,56.26,62.11,71.1
OOCC(C(C)C)C=O,-81.8,98.45,40.98,51.39,60.54,68.16,79.85,88.31,101.26
OOCCC(CC=O)C,-83.5,97.79,39.81,50.47,59.89,67.78,79.87,88.61,101.92
CC=C=CC(=O)C,-2.22,88.08,29.88,36.59,42.6,47.72,55.76,61.69,70.83
OOC(C(C)C)(C=O)C,-86.24,100.59,42.58,52.35,60.9,68.1,79.28,87.5,100.26
C=CC=CC(=O)C,-13.32,86.59,29.29,36.44,42.82,48.19,56.48,62.51,71.72
CC(C(=O)COO)CC,-85.85,106.89,43.64,52.94,61.27,68.34,79.42,87.59,100.27
CCC(=O)C=C=C,-0.07,88.82,31.11,37.73,43.67,48.71,56.57,62.34,71.22
O=CC(C(OO)(C)C)C,-88.93,98.32,42.62,52.6,61.19,68.36,79.47,87.63,100.32
CCC(C(=O)C)(OO)C,-93.06,103.93,43.42,53.11,61.43,68.36,79.11,87.05,99.48
CC(C(C=O)C)COO,-84.26,98.01,41.68,52.15,61.15,68.61,80.06,88.4,101.26
OOCC(C(=O)C)CC,-88.44,100.19,40.58,50.6,59.58,67.18,78.98,87.58,100.81
OOC(C(C(=O)C)C)C,-91.32,99.54,41.73,51.73,60.47,67.79,79.09,87.36,100.18
CC(C(=O)C)CCOO,-92.11,98.87,40.6,50.87,59.98,67.61,79.35,87.88,100.98
CCC(C=O)CCOO,-83.2,98.84,39.52,50.09,59.5,67.41,79.58,88.38,101.78
CCC(C(OO)C)C=O,-84.56,100.28,41.15,51.24,60.19,67.73,79.41,87.93,101.01
CCC(C=O)(OO)CC,-84.98,105.21,44.08,53.85,62.09,68.92,79.54,87.4,99.71
CCCC(COO)C=O,-79.98,105.78,42.32,52.12,60.83,68.15,79.5,87.78,100.52
CC(C=O)(OO)CCC,-85.52,102.5,42.53,52.41,61.08,68.34,79.55,87.75,100.43
CCC(C(C=O)C)OO,-84.65,101.25,40.99,50.99,59.94,67.5,79.24,87.8,100.95
OOC(CC(C=O)C)C,-87.22,97.79,40.87,51.3,60.39,67.98,79.63,88.11,101.12
OOCCCC(C=O)C,-83.41,98.67,39.89,50.31,59.61,67.46,79.58,88.38,101.79
CC(C(=O)CC)COO,-88.16,101.48,43.33,53.12,61.65,68.76,79.75,87.83,100.41
CCC(=O)C(OO)(C)C,-93.41,94.86,42,53.9,64.66,72.89,83.23,89.93,100.91
OOC(C(=O)C(C)C)C,-90.08,106.63,42.08,51.8,60.24,67.32,78.36,86.51,99.2
OOCCC(=O)C(C)C,-87.85,101.51,41.41,51.63,60.5,67.86,79.14,87.38,100.14
OOCC(CC(=O)C)C,-92.51,101.59,40.49,50.73,59.81,67.44,79.22,87.79,100.94
OOC(CC(=O)C)(C)C,-96.27,98.03,41.81,52.12,60.99,68.31,79.51,87.68,100.34
OOC(C(=O)C)C(C)C,-90.76,100.47,41.29,51.29,60.1,67.49,78.9,87.25,100.13
OOCC(=O)CC(C)C,-86.53,105.14,42,52.37,61.24,68.51,79.54,87.53,99.86
OOCC(CCC=O)C,-83.72,98.08,39.88,50.45,59.81,67.67,79.76,88.52,101.86
OOC(CCC=O)(C)C,-90.37,96.3,41.47,51.89,60.86,68.33,79.83,88.22,101.16
OOC(C(C)C)CC=O,-84.39,99.56,44.78,54.75,62.63,69.25,79.84,87.84,100.42
OOC(CC(C)C)C=O,-82.24,106.61,43.88,53.37,61.77,68.83,79.71,87.67,99.96
CC1(CCOO)OC1C,-68.73,98.66,39.52,49.77,58.99,66.77,78.76,87.44,100.74
CC(C)C(=O)C=C,-37.62,92.03,33.74,41.34,48.01,53.64,62.44,68.95,79.11
CCC1COC1COO,-61.77,96.32,37.72,48.9,58.79,67.01,79.45,88.34,101.77
C=CC(O1)C1CC,-11.77,88.62,30.75,39.52,47.2,53.54,63.16,70.08,80.68
CCC1(OO)COC1C,-67.44,98.99,40.56,51.01,60.2,67.87,79.58,88.06,101.05
C=CC(O1)CC1C,-14.4,86.36,31.16,39.74,47.28,53.53,63.06,69.97,80.59
CC(C1COC1C)OO,-64.13,95.23,38.87,49.78,59.33,67.23,79.23,87.85,100.99
C=CC1CCCO1,-26.99,85.29,28.4,37.45,45.55,52.3,62.57,69.95,81.11
CC1OCC1CCOO,-60.4,101.26,40.3,50.67,59.96,67.73,79.56,88.09,101.1
CCC1C=CCO1,-29.82,85.37,28.72,37.8,45.84,52.49,62.53,69.71,80.56
CC1C(COO)OC1C,-67.26,94.01,38.72,49.91,59.6,67.56,79.55,88.12,101.15
C1CCC2C(C1)O2,-29.93,78.92,25.97,35.64,44.32,51.54,62.48,70.25,81.83
OOC1(C)C(C)OC1C,-71.86,99.91,40.96,51.26,60.3,67.82,79.29,87.59,100.34
C1CC2OC1CC2,-43.12,77.55,24.55,34.85,43.93,51.37,62.43,70.19,81.76
OOCC1C(C)OC1C,-65.31,98.99,39.46,49.95,59.25,67.01,78.84,87.35,100.31
C=CCCCC=O,-28.91,97.27,36.89,43.15,49.04,54.26,62.72,69.14,79.23
CCC1(CCOO)CO1,-64.83,95.67,39.03,50.06,59.7,67.69,79.82,88.53,101.8
CCCC=CC(=O),-34.56,90.4,31.3,39.14,46.32,52.5,62.21,69.36,80.34
CCCC1(OO)COC1,-61.65,101.26,40.33,50.76,60.03,67.78,79.62,88.15,101.16
CC(C)=CC(=O)C,-42.75,91.88,31.15,38.78,45.77,51.79,61.3,68.34,79.24
CC(C1(CC)CO1)OO,-67.46,96.89,38.49,48.86,58.03,65.73,77.64,86.47,101.78
CCC(C1COC1)OO,-60.28,97.74,38.21,49.2,58.95,67.02,79.22,87.91,101.08
C=CC(OO)CCC,-31.52,106.25,40.97,49.84,57.62,64.13,74.22,81.68,93.42
OOC(CC1COC1)C,-60.06,94.78,37.3,48.6,58.6,66.88,79.39,88.31,101.77
C=CCC(OO)CC,-32.49,101.43,42.75,52.33,60.09,66.32,75.83,82.95,94.39
OOCCCC1COC1,-56.69,94.47,36.34,47.78,58.02,66.55,79.47,88.66,102.45
C=CCCC(OO)C,-33.22,94.36,37.42,47.46,56.31,63.7,75.08,83.37,96.18
CC1(CCC)OC1OO,-69.47,101.88,43.67,53.32,61.66,68.7,79.71,87.81,100.41
C=CCCCC(OO),-29.81,94.04,36.21,46.51,55.71,63.42,75.25,83.82,96.95
CCC(C1(C)CO1)OO,-67.35,101.29,41.17,51.4,60.32,67.75,79.15,87.44,100.24
C(OO)C=CCCC,-29.1,107.81,41.54,49.48,56.95,63.42,73.66,81.29,93.25
CC(OO)CC1(C)CO1,-67.74,95.64,40.08,50.89,60.22,67.92,79.62,88.08,101.05
CC=CC(OO)CC,-34.49,104.06,41.44,50.04,57.63,64.03,74.06,81.53,93.32
OOCCCC1(C)CO1,-64.06,96.43,38.97,49.88,59.49,67.48,79.64,88.4,101.73
CC=CCC(OO)C,-34.87,99.99,42.49,51.67,59.26,65.48,75.15,82.44,94.14
CCC1OCC1COO,-59.92,94.52,37.65,48.81,58.69,66.9,79.35,88.25,101.72
CC=CCCC(OO),-31.54,94.99,39.26,49.48,57.93,64.78,75.33,83.17,95.53
